estu_genero,estu_depto_reside,fami_estratovivienda,punt_lectura_critica,punt_matematicas,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global
F,VALLE,Estrato 5,55,49,55,52,65,268
M,VALLE,Estrato 2,60,66,64,58,45,303
M,BOGOTA,Estrato 3,73,76,100,100,85,435
F,BOGOTA,Estrato 4,60,65,65,61,84,322
M,VALLE,Estrato 5,64,75,64,69,83,346
F,BOGOTA,Estrato 4,73,66,70,74,80,357
M,BOGOTA,Estrato 5,69,100,100,78,77,430
M,BOGOTA,Estrato 6,75,70,69,81,81,372
M,VALLE,Estrato 4,66,73,68,64,80,343
M,NARIÑO,Estrato 3,58,53,40,44,58,247
M,VALLE,Estrato 4,68,67,62,62,64,323
F,VALLE,Estrato 3,63,59,60,64,87,317
F,CAUCA,Estrato 4,64,58,61,68,68,316
F,VALLE,Estrato 3,44,32,53,38,40,208
F,ATLANTICO,Estrato 4,73,75,72,71,97,373
M,VALLE,Estrato 3,49,33,52,55,34,231
F,VALLE,Estrato 4,59,51,57,60,56,283
F,ANTIOQUIA,Estrato 5,65,61,59,58,78,310
F,BOGOTA,Estrato 5,80,79,75,73,85,387
F,VALLE,Estrato 5,61,63,61,63,78,316
F,VALLE,Estrato 5,55,48,56,42,52,252
M,VALLE,Estrato 3,57,53,58,60,68,289
M,VALLE,Estrato 4,70,72,71,86,79,375
F,VALLE,Estrato 4,63,67,68,61,65,324
F,VALLE,Estrato 2,59,62,59,57,68,300
F,ATLANTICO,Estrato 4,38,44,48,46,63,227
F,ATLANTICO,Estrato 3,63,63,71,63,80,331
F,BOGOTA,Estrato 5,69,71,79,71,91,370
M,VALLE,Estrato 3,55,43,52,50,58,253
F,ATLANTICO,Estrato 5,61,56,43,41,82,263
F,BOLIVAR,Estrato 6,73,85,77,78,100,400
F,ATLANTICO,Estrato 6,64,61,65,66,82,327
M,BOGOTA,Estrato 6,57,78,63,71,82,342
M,VALLE,Estrato 3,73,69,67,70,81,353
F,VALLE,Estrato 3,65,60,62,58,69,309
M,VALLE,Estrato 3,63,58,63,58,69,306
F,MAGDALENA,-,77,72,68,68,92,364
F,VALLE,Estrato 2,70,66,64,69,67,336
F,BOGOTA,Estrato 6,71,70,68,70,74,350
F,VALLE,Estrato 5,67,65,67,69,79,340
M,VALLE,Estrato 3,54,58,51,54,46,268
M,ANTIOQUIA,Estrato 5,64,73,63,55,79,325
M,BOGOTA,Estrato 6,70,68,62,64,76,334
F,VALLE,Estrato 2,52,44,46,46,52,237
M,NARIÑO,Estrato 2,70,73,68,75,57,352
M,BOGOTA,Estrato 4,56,64,67,55,69,306
F,VALLE,Estrato 2,55,33,45,49,45,227
M,VALLE,Estrato 3,57,59,62,55,55,290
M,VALLE,Estrato 3,50,45,48,46,51,238
F,CUNDINAMARCA,Estrato 3,65,60,66,62,73,320
M,VALLE,Estrato 4,56,63,60,56,46,289
F,BOGOTA,Estrato 6,74,72,75,78,84,377
F,VALLE,Estrato 4,55,67,64,64,88,322
F,BOGOTA,Estrato 4,74,71,74,79,86,377
F,RISARALDA,Estrato 6,68,76,73,76,80,369
F,VALLE,Estrato 4,70,52,62,67,63,314
F,BOGOTA,Estrato 5,57,67,65,62,70,317
M,BOGOTA,Estrato 6,64,62,64,73,73,332
M,ATLANTICO,Estrato 5,60,70,64,57,69,316
M,BOGOTA,Estrato 5,68,72,72,76,90,367
M,VALLE,Estrato 3,52,55,53,53,69,272
F,CUNDINAMARCA,Estrato 6,67,76,75,82,82,378
M,CALDAS,Estrato 6,57,65,60,49,51,286
F,BOGOTA,Estrato 4,76,88,74,73,92,394
M,BOGOTA,Estrato 4,71,65,74,76,100,368
F,VALLE,Estrato 3,76,68,68,72,72,355
M,VALLE,Estrato 2,42,35,44,32,27,187
F,VALLE,Estrato 2,71,62,73,70,66,344
F,VALLE,Estrato 5,62,53,48,66,46,282
M,VALLE,Estrato 3,70,71,64,57,59,325
M,VALLE,-,56,64,52,47,69,279
F,BOGOTA,Estrato 6,76,66,69,73,85,360
F,BOGOTA,Estrato 4,59,56,60,54,73,292
F,VALLE,Estrato 4,65,57,71,67,74,328
F,VALLE,Estrato 5,57,48,55,52,53,265
M,BOGOTA,Estrato 3,68,76,70,76,75,363
M,BOGOTA,Estrato 4,70,63,63,70,85,340
M,BOGOTA,Estrato 6,77,80,78,71,90,388
M,ANTIOQUIA,Estrato 6,43,38,33,34,52,191
F,CORDOBA,Estrato 6,66,73,83,72,97,377
F,NARIÑO,Estrato 5,76,63,64,61,61,328
M,CAUCA,Estrato 3,53,45,42,47,41,232
M,CAUCA,Estrato 5,66,82,67,73,76,362
F,VALLE,Estrato 3,69,63,66,66,60,328
F,BOGOTA,Estrato 5,73,64,67,64,85,342
F,VALLE,Estrato 5,57,53,59,62,78,297
M,VALLE,Estrato 2,44,40,44,51,43,223
M,BOGOTA,Estrato 6,79,71,76,71,83,375
M,ATLANTICO,Estrato 6,75,74,81,82,86,393
F,ANTIOQUIA,Estrato 5,70,64,63,67,95,341
M,BOGOTA,Estrato 5,78,75,79,77,88,390
F,VALLE,Estrato 3,38,34,46,40,48,201
M,VALLE,Estrato 4,71,76,77,80,81,382
M,BOGOTA,Estrato 5,82,78,82,83,88,409
M,BOGOTA,Estrato 4,73,81,79,75,97,393
F,VALLE,Estrato 4,64,56,63,60,59,303
F,ATLANTICO,Estrato 6,76,72,73,70,91,371
M,VALLE,Estrato 3,59,68,58,61,66,309
F,VALLE,Estrato 3,58,59,48,45,47,260
F,SANTANDER,Estrato 6,82,78,76,79,89,398
F,BOGOTA,Estrato 4,77,69,72,68,84,362
M,CAUCA,Estrato 3,63,50,63,66,46,297
M,BOGOTA,Estrato 5,78,71,76,83,86,388
F,VALLE,Estrato 4,76,79,83,82,92,405
F,VALLE,Estrato 3,67,58,55,67,74,313
M,VALLE,Estrato 3,70,100,69,77,80,395
F,ATLANTICO,Estrato 2,65,83,80,76,100,389
F,VALLE,Estrato 3,58,39,44,48,49,237
M,CUNDINAMARCA,Estrato 4,70,67,67,65,90,345
M,BOGOTA,Estrato 5,70,67,76,78,75,365
F,ANTIOQUIA,Estrato 6,70,67,68,68,86,348
M,CUNDINAMARCA,Estrato 5,67,79,71,70,76,360
M,VALLE,Estrato 6,55,66,65,55,63,302
F,BOGOTA,Estrato 5,76,68,71,68,100,365
F,BOGOTA,Estrato 6,68,74,67,72,87,358
F,NARIÑO,Estrato 2,65,64,77,67,67,341
M,VALLE,Estrato 5,69,70,67,78,81,359
F,CAUCA,Estrato 4,75,74,76,73,74,372
M,BOGOTA,Estrato 5,74,100,84,76,86,418
F,VALLE,Estrato 5,73,69,74,75,100,374
M,VALLE,Estrato 5,58,59,60,55,56,289
M,VALLE,Estrato 4,67,67,71,62,93,344
M,VALLE,Estrato 3,51,61,55,47,52,267
M,BOGOTA,Estrato 6,74,88,78,65,88,386
F,VALLE,Estrato 2,59,54,56,65,68,296
M,BOGOTA,Estrato 6,65,73,63,73,85,349
M,BOGOTA,Estrato 5,58,63,66,57,74,310
M,VALLE,Estrato 5,72,84,73,70,84,377
F,BOGOTA,Estrato 5,62,61,69,68,83,332
F,BOGOTA,Estrato 6,75,83,78,80,86,398
F,ANTIOQUIA,Estrato 6,70,80,72,67,81,365
F,VALLE,Estrato 2,56,53,56,62,61,285
F,VALLE,Estrato 3,61,50,51,58,75,283
F,CAUCA,Estrato 2,51,59,66,58,42,286
F,VALLE,Estrato 4,58,58,57,56,65,289
F,VALLE,Estrato 1,37,37,46,46,45,209
F,VALLE,Estrato 5,67,48,62,67,72,309
F,VALLE,Estrato 3,59,54,57,62,55,289
F,VALLE,Estrato 3,66,75,75,74,81,366
M,CAUCA,Estrato 1,60,58,62,51,60,290
M,VALLE,Estrato 6,68,86,80,79,86,394
M,VALLE,Estrato 3,58,58,47,49,56,266
F,VALLE,Estrato 5,66,70,64,69,81,342
M,VALLE,Estrato 3,65,59,64,67,58,317
M,BOGOTA,Estrato 5,63,62,65,66,78,325
F,ATLANTICO,Estrato 6,71,78,74,72,100,379
M,BOGOTA,Estrato 6,62,73,62,64,87,335
F,BOGOTA,Estrato 4,79,87,74,66,79,383
M,BOGOTA,Estrato 3,75,81,84,76,90,399
M,ANTIOQUIA,Estrato 6,58,59,57,51,74,288
F,RISARALDA,Estrato 6,71,81,77,72,92,383
M,BOGOTA,Estrato 5,57,53,57,60,58,284
M,VALLE,Estrato 4,42,46,46,42,43,220
M,VALLE,Estrato 3,66,66,73,66,83,345
M,VALLE,Estrato 5,43,45,42,47,43,221
F,CALDAS,Estrato 6,65,60,62,63,78,318
M,BOGOTA,Estrato 4,62,71,68,66,85,341
F,BOGOTA,Estrato 3,77,75,71,80,96,387
M,ANTIOQUIA,Estrato 6,40,41,41,45,22,201
F,VALLE,Estrato 5,63,73,63,72,74,341
M,VALLE,Estrato 4,52,32,44,49,43,221
F,VALLE,Estrato 6,72,80,81,74,71,382
F,VALLE,Estrato 3,57,48,56,56,44,267
M,VALLE,Estrato 6,65,76,80,83,92,386
F,VALLE,Estrato 3,65,60,62,60,65,310
M,VALLE,Estrato 6,76,66,67,64,83,347
M,VALLE,Estrato 4,64,72,75,75,83,362
M,VALLE,Estrato 3,57,31,59,59,65,263
M,VALLE,Estrato 4,47,46,34,40,25,202
F,VALLE,Estrato 4,47,58,55,57,60,273
M,BOGOTA,Estrato 6,69,64,69,71,82,347
F,VALLE,Estrato 3,65,65,66,69,75,335
F,VALLE,Estrato 4,72,68,69,72,76,353
M,BOGOTA,Estrato 4,47,63,52,54,77,279
M,VALLE,Estrato 3,72,77,76,67,70,364
F,BOLIVAR,Estrato 6,63,70,57,52,100,318
M,VALLE,Estrato 3,65,74,68,62,68,337
M,BOGOTA,Estrato 5,56,61,57,59,71,296
M,VALLE,Estrato 3,68,57,64,51,63,301
M,VALLE,Estrato 2,55,61,60,68,55,303
F,VALLE,Estrato 3,53,45,49,62,37,255
F,BOGOTA,Estrato 4,64,70,61,66,93,337
F,VALLE,Estrato 3,70,60,63,60,53,312
F,BOGOTA,Estrato 6,65,75,78,77,86,373
F,ANTIOQUIA,Estrato 6,62,67,70,69,82,341
F,VALLE,Estrato 2,73,56,62,74,60,329
F,VALLE,Estrato 3,58,49,52,56,32,260
M,VALLE,Estrato 3,54,51,53,48,33,250
F,ATLANTICO,Estrato 6,69,72,80,67,88,366
M,BOGOTA,Estrato 6,70,65,70,75,76,352
M,VALLE,Estrato 5,61,55,59,63,61,298
F,VALLE,Estrato 4,62,67,61,69,78,329
F,VALLE,Estrato 2,51,51,48,47,51,247
M,VALLE,Estrato 3,55,49,61,55,61,277
M,ATLANTICO,Estrato 6,58,67,66,58,68,313
F,VALLE,Estrato 5,39,32,46,35,54,196
M,VALLE,Estrato 3,70,73,69,66,64,345
F,BOGOTA,Estrato 5,79,69,73,78,90,380
M,ATLANTICO,Estrato 4,76,77,75,72,91,381
F,VALLE,Estrato 3,68,69,68,70,90,352
M,VALLE,Estrato 2,62,56,56,55,79,295
M,BOGOTA,Estrato 6,81,82,77,78,88,401
F,VALLE,Estrato 6,72,83,75,71,100,386
M,VALLE,Estrato 3,50,50,56,48,57,257
M,VALLE,Estrato 3,60,64,67,72,65,328
M,VALLE,Estrato 6,52,46,52,50,70,258
F,VALLE,Estrato 2,44,53,50,42,32,230
F,VALLE,Estrato 3,65,62,60,59,77,313
F,VALLE,Estrato 4,64,53,61,61,59,298
F,VALLE,Estrato 3,65,73,65,63,70,334
F,CAUCA,Estrato 4,77,83,81,86,75,406
M,VALLE,Estrato 3,64,68,67,56,47,312
F,BOGOTA,Estrato 6,63,76,70,67,84,351
F,ANTIOQUIA,Estrato 6,73,68,73,67,94,360
M,CUNDINAMARCA,Estrato 5,55,58,64,71,91,321
M,VALLE,Estrato 6,71,73,70,72,79,360
F,VALLE,Estrato 4,55,58,55,56,58,281
F,MAGDALENA,Estrato 6,65,60,61,75,82,333
F,ANTIOQUIA,Estrato 6,66,72,67,67,84,346
F,VALLE,Estrato 6,64,66,60,79,100,349
F,BOGOTA,Estrato 5,36,54,42,34,70,218
M,CAUCA,Estrato 3,75,84,81,77,80,397
M,BOGOTA,Estrato 4,69,64,63,76,83,346
F,VALLE,Estrato 4,44,46,47,47,55,233
F,VALLE,Estrato 2,48,43,51,50,36,235
M,VALLE,Estrato 3,51,40,55,52,59,251
M,VALLE,Estrato 4,74,68,71,68,67,350
F,BOGOTA,Estrato 4,57,52,58,56,68,283
F,CUNDINAMARCA,Estrato 6,64,77,69,73,85,359
F,VALLE,Estrato 4,83,76,67,71,77,372
F,BOGOTA,Estrato 5,49,52,54,53,81,271
F,BOGOTA,Estrato 4,70,58,61,73,99,340
F,BOGOTA,Estrato 5,77,100,78,100,91,445
M,BOGOTA,Estrato 6,66,78,66,70,86,356
F,BOLIVAR,Estrato 5,64,65,61,58,79,317
M,VALLE,Estrato 5,70,66,69,67,88,348
M,BOGOTA,Estrato 6,68,73,67,69,92,355
F,CALDAS,Estrato 6,69,62,61,57,63,312
F,VALLE,Estrato 3,63,53,60,52,53,283
F,VALLE,Estrato 5,60,58,65,63,70,311
F,VALLE,Estrato 3,68,62,66,66,83,334
M,BOGOTA,Estrato 5,70,76,76,71,80,369
M,VALLE,Estrato 5,55,71,57,53,57,294
M,VALLE,Estrato 5,76,84,72,83,88,397
F,VALLE,Estrato 4,55,45,52,53,53,257
M,ATLANTICO,Estrato 5,54,54,60,65,71,296
M,ANTIOQUIA,Estrato 6,69,76,76,76,86,376
F,SANTANDER,Estrato 5,74,73,77,70,96,376
F,BOGOTA,Estrato 4,69,69,65,69,77,343
F,BOGOTA,Estrato 5,71,62,75,84,75,366
F,BOLIVAR,Estrato 6,59,52,66,61,80,305
F,VALLE,Estrato 3,52,53,54,42,50,251
M,VALLE,Estrato 2,47,56,59,53,37,262
F,BOGOTA,Estrato 4,68,65,71,70,80,347
F,VALLE,Estrato 4,77,75,83,78,92,397
F,QUINDIO,Estrato 4,76,76,81,73,78,383
F,BOGOTA,Estrato 5,68,64,68,63,82,335
F,VALLE,Estrato 6,85,89,78,72,91,409
F,BOGOTA,Estrato 6,63,76,70,72,84,357
M,BOGOTA,Estrato 4,60,63,64,64,78,320
F,CESAR,Estrato 6,79,87,78,82,100,415
F,BOGOTA,Estrato 4,64,77,74,69,89,362
F,ANTIOQUIA,Estrato 6,65,67,60,73,80,337
F,VALLE,Estrato 5,63,66,64,68,74,330
M,VALLE,Estrato 3,58,59,58,51,63,285
M,VALLE,Estrato 4,49,59,52,47,50,258
F,BOLIVAR,Estrato 6,73,69,70,71,90,361
F,ATLANTICO,Estrato 6,68,65,61,64,81,329
F,BOGOTA,Estrato 6,69,58,62,66,94,330
M,CAUCA,Estrato 5,59,67,63,57,60,307
F,VALLE,Estrato 5,65,66,75,63,75,339
F,NARIÑO,Estrato 2,65,72,64,62,73,332
M,VALLE,-,72,73,76,74,73,368
M,BOGOTA,Estrato 5,75,82,72,70,82,377
F,CAUCA,Estrato 5,83,76,68,68,75,369
F,BOGOTA,Estrato 6,75,75,69,77,90,376
M,ATLANTICO,-,72,70,67,68,76,349
F,BOGOTA,Estrato 5,65,61,67,65,76,327
M,VALLE,Estrato 2,60,59,56,66,44,295
F,ANTIOQUIA,Estrato 6,65,77,67,77,86,363
F,VALLE,Estrato 6,52,36,46,50,62,236
F,ATLANTICO,Estrato 5,66,71,66,62,75,335
F,VALLE,Estrato 4,67,69,71,78,86,362
M,VALLE,Estrato 3,63,55,57,54,49,283
F,BOGOTA,Estrato 4,71,68,67,74,93,359
F,QUINDIO,Estrato 6,52,63,55,57,76,291
M,ANTIOQUIA,Estrato 5,57,58,56,59,75,294
M,VALLE,Estrato 3,50,55,52,51,51,260
F,BOGOTA,Estrato 5,66,78,72,68,82,359
M,VALLE,Estrato 3,59,58,55,63,56,293
M,VALLE,Estrato 4,51,56,55,50,51,264
M,BOGOTA,Estrato 4,61,68,63,61,80,323
F,VALLE,-,67,42,57,57,64,282
M,CUNDINAMARCA,Estrato 3,61,66,65,56,73,314
F,ATLANTICO,Estrato 6,71,57,65,66,79,329
F,VALLE,Estrato 2,59,60,56,57,67,293
M,VALLE,Estrato 2,59,60,54,54,64,287
M,BOGOTA,Estrato 6,58,80,67,75,82,355
M,RISARALDA,Estrato 6,70,68,69,76,75,355
M,VALLE,Estrato 3,57,62,65,74,73,326
M,CAUCA,Estrato 3,70,64,68,74,59,341
M,BOGOTA,-,58,78,68,69,87,348
M,VALLE,Estrato 3,54,50,53,44,42,248
M,VALLE,Estrato 2,52,44,49,47,48,240
F,VALLE,Estrato 3,68,71,65,63,67,334
F,VALLE,Estrato 5,64,66,63,61,76,322
F,BOGOTA,Estrato 6,66,74,72,74,87,363
M,ANTIOQUIA,Estrato 5,61,64,65,68,70,325
F,ANTIOQUIA,Estrato 6,77,74,75,82,95,392
M,BOGOTA,Estrato 6,63,71,72,63,81,342
F,MAGDALENA,Estrato 4,57,53,60,54,74,287
F,BOGOTA,Estrato 4,65,66,63,70,76,334
F,VALLE,Estrato 4,59,53,56,50,62,275
F,VALLE,Estrato 2,58,55,52,54,50,272
F,ANTIOQUIA,Estrato 6,68,71,64,63,79,337
M,BOGOTA,Estrato 6,68,76,72,77,92,373
F,BOGOTA,Estrato 6,69,66,71,71,86,353
F,VALLE,Estrato 3,54,42,36,45,56,226
M,VALLE,Estrato 5,68,71,72,62,78,345
F,BOGOTA,Estrato 4,65,72,69,65,82,344
M,VALLE,Estrato 6,58,68,68,66,74,328
M,VALLE,Estrato 6,60,58,65,60,68,307
F,VALLE,Estrato 4,63,59,66,71,60,322
F,ANTIOQUIA,Estrato 6,66,69,67,74,87,352
F,VALLE,Estrato 3,54,46,49,42,69,247
F,BOGOTA,Estrato 4,68,65,53,61,78,315
F,BOGOTA,Estrato 5,69,71,75,69,86,361
M,VALLE,Estrato 4,61,70,75,64,70,338
F,VALLE,Estrato 4,63,50,61,59,55,290
F,VALLE,Estrato 2,58,54,61,58,56,288
M,ANTIOQUIA,Estrato 6,64,76,68,78,77,360
M,BOGOTA,Estrato 6,65,61,66,65,75,325
M,VALLE,Estrato 3,56,59,49,46,45,260
F,VALLE,Estrato 3,47,43,33,34,41,197
F,VALLE,Estrato 3,36,36,38,29,27,171
M,VALLE,Estrato 2,69,70,67,69,59,340
M,VALLE,Estrato 3,52,46,47,47,61,245
F,VALLE,Estrato 3,67,53,61,65,54,305
M,VALLE,Estrato 3,55,54,51,52,48,263
M,VALLE,Estrato 5,57,60,58,53,58,285
M,VALLE,Estrato 4,54,55,53,54,37,263
F,VALLE,Estrato 3,65,66,60,54,62,307
M,VALLE,Estrato 2,54,56,56,49,49,267
M,ANTIOQUIA,Estrato 6,85,83,78,78,100,412
F,VALLE,Estrato 3,59,57,64,65,64,307
F,VALLE,Estrato 4,55,42,52,52,50,251
F,VALLE,Estrato 3,49,51,49,43,51,241
F,BOGOTA,Estrato 5,72,69,70,71,93,361
F,VALLE,Estrato 3,46,49,40,41,56,225
F,VALLE,Estrato 5,51,43,47,55,40,242
M,BOGOTA,Estrato 4,68,70,68,80,97,367
M,VALLE,-,56,60,63,55,77,300
F,VALLE,Estrato 3,57,54,52,54,53,271
F,BOGOTA,Estrato 4,62,61,64,56,77,310
M,VALLE,Estrato 4,64,80,100,70,74,391
M,VALLE,Estrato 3,62,57,61,59,62,300
M,ATLANTICO,Estrato 3,69,76,81,72,71,371
M,VALLE,Estrato 3,58,63,71,70,63,327
F,VALLE,Estrato 4,56,48,59,56,52,273
F,VALLE,Estrato 5,58,46,49,54,66,264
F,VALLE,Estrato 5,69,59,65,62,83,326
F,VALLE,-,53,49,52,53,45,256
M,VALLE,Estrato 3,62,52,66,68,63,310
F,VALLE,Estrato 2,52,48,51,51,42,249
F,VALLE,Estrato 4,67,65,70,72,75,345
M,BOLIVAR,Estrato 6,69,66,73,69,73,348
F,VALLE,Estrato 3,67,61,60,66,56,315
F,VALLE,Estrato 5,60,59,61,54,67,296
M,VALLE,Estrato 3,43,37,45,50,53,222
M,VALLE,Estrato 6,69,70,76,72,83,363
F,VALLE,Estrato 5,55,51,53,48,54,260
F,VALLE,Estrato 3,51,31,46,45,21,208
F,VALLE,Estrato 5,72,62,60,67,72,329
M,BOGOTA,Estrato 5,66,72,71,65,80,347
F,BOGOTA,Estrato 6,59,62,65,55,87,312
M,VALLE,Estrato 4,66,64,66,76,69,340
F,BOGOTA,Estrato 6,53,58,68,58,75,302
F,CAUCA,Estrato 3,60,65,67,66,52,318
F,CAUCA,Estrato 5,67,65,70,63,70,333
F,CAUCA,Estrato 4,65,75,61,62,76,333
F,VALLE,Estrato 3,58,50,60,60,67,289
F,VALLE,Estrato 4,56,50,53,60,57,275
F,BOGOTA,Estrato 5,62,64,67,66,79,329
F,VALLE,Estrato 5,67,57,65,63,74,319
M,VALLE,Estrato 3,68,63,71,74,73,347
M,VALLE,-,68,69,67,67,65,338
F,VALLE,Estrato 2,37,46,39,43,42,207
F,BOGOTA,Estrato 5,63,72,69,64,74,338
M,VALLE,Estrato 3,66,57,67,58,53,307
M,CALDAS,Estrato 4,75,78,70,79,78,378
M,BOGOTA,Estrato 6,63,62,69,69,80,334
F,CAUCA,Estrato 5,53,57,58,49,73,278
M,VALLE,Estrato 3,55,68,64,54,71,305
F,BOLIVAR,Estrato 6,66,83,64,68,83,356
F,VALLE,Estrato 3,58,52,58,59,63,286
F,VALLE,Estrato 3,49,21,27,34,50,170
F,VALLE,Estrato 2,57,57,57,50,48,273
F,VALLE,Estrato 3,58,47,61,60,59,283
M,BOGOTA,Estrato 5,67,74,68,65,85,349
F,VALLE,Estrato 3,60,61,64,65,47,307
M,RISARALDA,Sin Estrato,58,63,66,59,75,313
F,VALLE,-,54,46,49,50,70,257
F,BOGOTA,Estrato 4,67,73,78,71,100,372
M,VALLE,Estrato 6,63,66,70,69,81,340
F,VALLE,Estrato 3,62,48,58,57,40,275
M,BOGOTA,Estrato 6,75,57,69,74,100,356
M,BOGOTA,Estrato 5,61,77,63,75,72,346
M,BOGOTA,Estrato 3,61,67,66,67,92,337
M,VALLE,Estrato 5,56,57,59,62,27,280
F,ATLANTICO,Estrato 6,54,45,54,51,64,260
F,MAGDALENA,Estrato 5,58,49,55,59,74,283
M,VALLE,-,55,57,50,60,63,280
F,VALLE,Estrato 4,70,60,65,54,63,312
F,VALLE,Estrato 1,47,49,47,38,53,229
M,BOGOTA,Estrato 6,63,63,76,77,73,350
M,BOGOTA,Estrato 4,66,69,69,68,84,346
M,BOGOTA,Estrato 5,68,59,70,66,87,337
F,VALLE,Estrato 3,59,44,48,52,38,249
F,ATLANTICO,-,62,59,57,59,81,305
F,VALLE,Estrato 3,59,51,52,56,63,276
M,BOGOTA,Estrato 4,78,84,83,70,92,399
F,MAGDALENA,Estrato 6,67,59,57,68,82,321
F,VALLE,Estrato 4,57,56,55,51,64,277
F,VALLE,Estrato 6,59,73,63,60,69,321
F,VALLE,Estrato 3,47,43,48,40,44,222
F,VALLE,Estrato 3,58,52,47,60,50,270
M,VALLE,Estrato 2,54,52,57,40,47,252
M,VALLE,Estrato 3,68,64,65,65,58,325
F,VALLE,Estrato 3,62,49,48,48,42,255
F,BOGOTA,Estrato 5,69,71,79,73,80,368
M,VALLE,Estrato 2,48,52,53,47,48,249
F,ATLANTICO,Estrato 5,80,70,74,68,93,373
F,ANTIOQUIA,Estrato 6,54,59,46,49,63,264
M,ANTIOQUIA,Estrato 4,69,73,65,66,82,347
F,BOLIVAR,Estrato 6,64,63,62,53,91,314
M,RISARALDA,Estrato 6,58,65,60,66,69,314
M,VALLE,Estrato 4,46,39,33,45,38,203
M,VALLE,Estrato 5,65,76,69,70,69,350
F,MAGDALENA,Estrato 6,69,65,59,68,85,334
M,VALLE,Estrato 3,62,60,65,62,73,315
M,VALLE,Estrato 2,65,85,75,73,73,372
M,VALLE,Estrato 3,68,67,62,60,61,320
M,ANTIOQUIA,Estrato 6,60,64,64,56,76,311
M,MAGDALENA,Estrato 6,67,70,71,100,85,388
F,MAGDALENA,Estrato 6,49,49,48,59,71,264
F,BOGOTA,Estrato 4,70,62,65,72,82,342
M,VALLE,Estrato 2,48,48,50,49,39,240
F,RISARALDA,Estrato 6,61,65,66,69,85,334
F,VALLE,Estrato 5,70,69,75,72,75,359
M,CUNDINAMARCA,-,58,69,65,68,89,334
F,VALLE,Sin Estrato,46,50,49,48,42,239
F,VALLE,Estrato 4,51,57,54,42,68,262
F,BOGOTA,Estrato 4,69,83,77,65,86,372
F,VALLE,Estrato 3,60,56,58,55,76,293
F,BOGOTA,Estrato 5,61,83,74,59,75,348
M,VALLE,Estrato 6,50,56,58,68,81,299
F,VALLE,Estrato 1,73,68,75,67,76,356
M,CUNDINAMARCA,-,58,61,57,63,76,305
M,LA GUAJIRA,Estrato 4,66,74,74,69,92,362
M,VALLE,Estrato 2,44,53,41,39,52,224
M,VALLE,Estrato 4,65,60,56,57,60,298
M,BOGOTA,Estrato 4,62,63,64,68,91,332
F,ATLANTICO,Estrato 6,62,69,68,74,100,353
F,VALLE,Estrato 4,53,53,57,57,48,272
M,CUNDINAMARCA,Estrato 4,62,61,52,61,73,300
M,VALLE,Estrato 3,64,55,60,59,71,302
F,VALLE,Estrato 3,47,48,52,39,53,235
F,ANTIOQUIA,Estrato 2,73,66,73,70,81,357
M,CAUCA,Estrato 2,57,72,70,61,68,326
F,CALDAS,Estrato 3,52,55,57,53,50,270
M,BOGOTA,Estrato 3,74,62,65,75,80,349
F,VALLE,Estrato 2,48,43,50,46,47,234
M,VALLE,Estrato 1,53,52,54,51,58,265
M,BOGOTA,Estrato 4,63,71,75,68,86,353
F,ANTIOQUIA,Estrato 6,64,63,70,59,84,328
M,VALLE,Estrato 3,46,50,47,45,56,238
M,BOGOTA,-,49,35,33,39,44,197
F,VALLE,Estrato 5,74,74,76,79,75,378
M,BOGOTA,Estrato 4,68,75,80,72,94,377
F,BOGOTA,Estrato 3,42,37,36,40,46,197
F,VALLE,Estrato 3,64,55,53,51,58,280
F,VALLE,Estrato 3,61,48,59,57,55,281
M,ATLANTICO,Estrato 4,71,74,76,73,83,371
M,VALLE,Estrato 4,69,69,67,71,74,347
M,VALLE,Estrato 3,45,41,47,50,48,230
M,VALLE,Estrato 5,71,80,73,79,80,380
M,VALLE,Estrato 4,54,58,58,56,50,280
F,VALLE,Estrato 4,54,47,45,44,52,239
F,VALLE,Estrato 6,73,76,78,72,94,381
F,BOGOTA,Estrato 5,62,62,62,61,87,318
M,VALLE,Estrato 6,49,27,44,31,45,192
M,VALLE,Estrato 3,59,61,60,56,82,304
F,ANTIOQUIA,Estrato 5,75,83,76,74,97,393
F,VALLE,Estrato 2,58,54,63,46,31,267
M,VALLE,Estrato 3,59,56,56,53,49,277
M,VALLE,Estrato 6,66,72,77,65,83,355
F,BOGOTA,Estrato 4,77,68,74,73,100,375
M,VALLE,Estrato 2,48,49,51,55,34,247
F,VALLE,Estrato 3,60,52,43,51,59,260
M,NARIÑO,Estrato 3,64,75,69,65,59,338
M,BOGOTA,Estrato 4,60,62,73,55,77,318
M,VALLE,Estrato 2,70,80,81,75,72,381
F,VALLE,Estrato 3,59,48,55,54,67,275
M,VALLE,Estrato 3,58,62,57,58,54,292
F,BOGOTA,Estrato 4,77,87,80,72,91,400
M,VALLE,Estrato 3,54,48,61,51,60,270
F,SANTANDER,Estrato 5,62,69,69,62,76,332
F,BOGOTA,Estrato 6,65,59,65,60,77,317
F,VALLE,Estrato 2,57,55,60,47,55,274
M,VALLE,Estrato 3,53,23,35,50,52,206
F,VALLE,Estrato 6,74,70,65,60,83,342
M,BOGOTA,Estrato 6,66,68,76,63,70,342
F,CALDAS,Estrato 3,76,71,77,78,86,382
M,BOGOTA,Estrato 6,74,71,76,71,74,365
